,Unnamed: 0.1,Job_title,Company_name,Job_description,language,stopwords,word_count,char_count
1682,758,Head of Data Science,Glocomms,head data science 3000 leading german company cologne region salary 90000 150000 plus lots benefits interested part international awardwinning innovative company heart cologne looking report directly csuite currently 23 members data science team looking expand rapidly recently decided invest massively advanced analytics department work real big data expanding team best senior data scientist passionate working newest technologies market also looking senior experienced data scientist manage team help building department responsibilities manage current team data scientists managing key clients data projects solving complex time series data science problems using firms innovative data product building trusted relationship team build extend team new hires building complex ai solutions ability take decisions give clarity team members reporting directly c level manager staying abreast latest data science techniques need masters degree phd preferred statistics machine learning mathematics computer science economics related quantitative field 5 years business experience data science role management responsibilities strong communication skills experience building new teams able bridge technical team management handson experience building implementing timeseries predictive models using modern machine learning algorithms benefits flexible working hours within global company different countries unique international department culture organized events free lunch great work space heart cologne chance head global data science team leading german company paid educationtrainings travel relevant conferences nationally internationally stay date market interested discussing role little detail please get touch us even actively looking time interested opportunities may please reach,English,136,346,2380
1684,760,"ML Engineer, Global Data & Insights - Assisted Relocation to Copenhagen, DK",Pandora,want part fastmoving dynamic international team passionate delivering great datadriven experiences touchpoints consumer journey might exciting opportunity job description areas responsibility ml engineer deploy continouosly integrate models provide insights ensure enduser great experience website ensure models date correctly implemented pipeline model data build tools used data scientist creating ml models various applications within organisation driving development innovation area ai systems ml engineer key accountabilities model pipelines build python packages helper modules used data scientist deploy ml models output developing integrations systems deploy endpoints apply data modelling normalisation techniques inbound data going used development ml models manage data pipelining surrounding development ml models new team say hello global data insights team pandora group 8 datadriven professionals support global marketing teams pandora actionable insights data lake unified analytics platform solid communication skills help us translate data business value new team consists data scientists data engineers audience manager mission clear deliver datadriven experiences consumer journey touchpoints develop actionable insights inform business decisions fun needed succeed imagine minimum 1 year professional experience working software engineeringdeveloping computer science ml engineering furthermore envision demonstrable experience git python spark pyspark sql similar feature engineering data modelling normalization ml model lifecycle sdlc methodology something would rate 4 cs believe communication collaboration critical thinking creativity key competences help anyone regardless job function title skillset becoming success see working fastpaced entrepreneurial environment many stakeholders communication interpersonal skills needed ability collaborate innovate team essential would love hear additional information application deadline april 14 2020 expected start date soon possible role based pandora global office copenhagen denmark get attention hope got questions answered feel confident applying position however questions regarding position please contact neil andrews recruiter global office hr 44 797 378 7498 extneandpandoranet see position would like become part pandoras future please click apply look forward hearing process applications continuous basis encourage send application soon possible also read pandora corporate site wwwpandoragroupcom icing cake working beautiful head office copenhagen v established 2016 designed unite inspire teams besides beautiful interior design also proud leed gold certification energy environmental design means use natural resources possible use respect result professional dynamic space unique comfortable inspirational delivers true pandora experience anyone works comes visit,English,272,610,4036
1688,764,Sr. Deep Learning Solutions Architect - ML Labs,Amazon Web Services Germany Gm,bachelor science degree computer science related technical math scientific field equivalent experienceseveral years relevant experience building large scale enterprise systems production environmentexperience coding python r matlab java modern programming languageat least 1 year public cloud computing experience aws large scale cloud providerat least 1 year experience hosting deploying ml solutions eg training tuning inferencesexperience hiring mentoring junior colleaguesfluency written spoken english machine learning ml strategic amazon early years pioneers areas recommendation engines product search ecommerce fraud detection largescale optimization fulfillment center operations ml team within aws provides opportunities innovate fastpaced organization contributes gamechanging projects technologies get deployed devices cloud deep learning architect youll partner technology business teams build new services surprise delight customers working terabytes text images types data solve realworld problems looking top architects system software engineers capable using ml techniques design evangelize implement stateoftheart solutions neverbeforesolved problems primary responsibilities role use ml tools amazon sagemaker amazon simple storage service provide scalable cloud environment customers label data build train tune deploy modelscollaborate data scientists create scalable ml solutions business problemsinteract customer directly understand business problem help aid implementation ml ecosystemanalyze extract relevant information large amounts historical data help automate optimize key processeswork closely account team research scientist teams product engineering teams drive model implementations new algorithms position requires travel 40 aws value individual expression respect different opinions work together create culture us able contribute fully unique backgrounds perspectives strengthen ability achieve amazons mission earths customercentric company team comprised deep learning architects data scientists create cutting edge solutions clients across emea currently recruiting talented individuals following cities london berlin luxembourg paris discover httpswwwamazonjobsenteamsamazonai masters phd degree computer science related technical math scientific fieldstrong working knowledge deep learning machine learning statisticshands experience building models deep learning frameworks like mxnet tensorflow caffe torch theano similarhands experience deep learning eg cnn rnn lstmfluency european languages plusstrong communication data presentation skillsthe motivation achieve results fastpaced environmentexperience statistical modelling machine learningstrong attention detailcomfortable working fast paced highly collaborative dynamic work environmentability think creatively solve problem,English,169,493,3569
1689,765,Postdoctoral Research Position - Machine Culture Group and Hybrid Collective Intelligence Group,Max Planck Institute for Human Development,postdoctoral research position machine culture group hybrid collective intelligence group scientist berlin computer science social sciences job code 482019 job offer december 04 2019 center humans machines max planck institute human development seeking applications postdoctoral research position e 13 tvöd 39 hoursweek funding postdoctoral position available two years possibility extension third year position available january 1 2020 later job description successful candidate work direct supervision dr cebrian machine culture group dr pescetelli hybrid collective intelligence group longterm supervision strategic advice provided centers director dr rahwan project aims quantify impact digital technologies human social learning postdoctoral researcher need analyse large datasets collected online discern macroscopic patterns human behavior using computational data mining skills successful candidate formal teaching requirements project part center humans machines director iyad rahwan max planck institute human development mpib berlin successful candidate work multidisciplinary team clear scientific question produce high impact publications top journals requirements searching postdoc strong interest established expertise data science pattern recognition successful applicant must comfortable working large multidimensional datasets complex statistical models position open candidates holding doctoral degree either physics computer science related field essential successful applicant needs possess outstanding experience data science andor pattern recognition demonstrated track record publications top scientific journals conferences expertise data mining skill set including limited feature extraction clustering dimensionality reduction statistical modeling experience working parallel computing large amounts data ability apply information theory practical problems ability draw causal conclusions observational data ability work independently creatively willingness work multidisciplinary fastpaced environment high proficiency english preferable proficiency also one following skills advantageous successful applicant experience bayesian statistics bayesian networks experience path analysis mediation experience phylogenetic models experience machine learning reinforcement learning application details max planck society strives gender diversity equality welcome applications backgrounds max planck society committed increasing number individuals disabilities workforce therefore encourages applications qualified individuals apply please send one file via email sentence postdoc application data mining subject line statement research interests cv copy relevant certificates preprints two publications list two references prof dr iyad rahwan mpi human development lentzeallee 94 14195 berlin sekrahwanmpibberlinmpgde kindly asking submit application without photo receiving applications continue position filled evaluation applicants start firstcomefirstserve basis,English,177,504,3743
1690,766,PRODUCT ANALYST- MACHINE LEARNING (W/D/M),Harnham,product analyst machine learning wdm berlin salary 60000 80000 company client europes leading online platform connecting customers brands partners across several markets drive digital solutions fashion logistics advertising research bringing products many customers every day role product analyst dedicated algorithmic pricing product generate critical datadriven insights understanding customers acting key interface business data science teams leverage data identify drives business impact product biggest opportunities drive data mindset team guide terms methodology recommend new product features collaborate closely team engineers data scientists developing testing monitor product performance developing reporting solutions performing adhoc analysis communicate departmental crossdepartmental stakeholders abtesting pipeline coordinate ab test setup monitor ongoing tests analyze results skillset 3 years experience using data build analytical solutions big industry leading companies technology retail ecommerce eagerness develop analyst product manager data scientist ability turn complex findings results compelling narrative set actions familiarity sql objectionoriented programming language python r java excellent educational background business economics mathematics statistics data science similar quantitative field benefits flexible working hours option working home develop skills personal educational budget conferences external training learn german free classes access elearning platform participate inhouse training save responsibly attractive corporate pension options join company parties team cultural sports events daily fruits cereals beverages tea coffee lounges apply please register interest sending cv dominik probst via apply link page,English,104,297,2229
1691,767,Team Lead Backend Engineer - Node.js (f/m/x),Comtravo GmbH,comtravo business travel made simple team travel experts tech enthusiasts customer support heroes shared purpose simplify business travel comtravo provides small medium sized companies truly unique solution travelers travel managers book manage business trips one simple text message using stateoftheart technologies nlp machine learning techniques automating fulfilment pipeline enables inhouse travel experts focus complex requests individual needs clients tech stack backend primarily built nodejs typescript consists around 20 major restful services plus around 60 microservices make heavy use docker terraform running aws services coupled events run aws ecs lambda invest heavily shared components libraries automated tests monitoring sane interfaces together strong cicd pipeline able release many times per day production tasks charge building backend systems power businesss applications continuously improves backend practices manage team 45 backend engineers provide right guidance team help solve technical questions lead development optimizing booking platform creating smooth pleasant enduser experience customers internal stakeholders responsible design implementation complex scalable data processingyou troubleshoot work solutions complex challenging problems collaborate developer team infrastructure optimization work close cooperation developer teams product team data scientist develop kickass features add value leveraging current trends software design architecture technology foster culture transparency communication challenge others letting challenge deliver best results possible requirements degree software engineering related field minimum 5 years professional experience software development also 2 years leading team deep passion backend systems scalability well continued developmentyou strong background knowledge computer science data structures algorithms design patterns scaling ability write production ready code nodejs javascript es6 typescript strong focus code quality robustness automation testing monitoring deep knowledge linux docker strong experienc restful api design system architecture well building microservicebased systems amazon web services benefits competitive salary flexible working hours attractive benefits flights hotels personal travels company pension plan corporate discounts external partners exciting job hightech startup berlin silicon valley europe access great network entrepreneurs berlin best travel b2b investors europe deep knowledge scaling startups influence development company cooperation extremely strong competent team already successfully built several global businesses transparency flat hierarchies every person highly valued company parties weekly team lunches lot events loft office heart berlin everything need eg free fruits snacks drinks interested go ahead apply cover letter cv,English,215,546,3767
1692,768,Postdoctoral Research Position | Hybrid Collective Intelligence Group,Max Planck Institute for Human Development,postdoctoral research position hybrid collective intelligence group scientist berlin computer science social sciences job code 492019 job offer december 04 2019 center humans machines max planck institute human development seeking applications postdoctoral research position e 13 tvöd 39 hoursweek funding postdoctoral position available two years possibility extension third year position available january 1 2020 later job description successful candidate work direct supervision dr niccolò pescetelli hybrid collective intelligence group longterm supervision strategic advice provided centers director dr iyad rahwan project aims understand whether artificial agents enhance group decisionmaking complex environments postdoctoral researcher model collective behavior digital spaces feature ecosystem human artificial agents carry computer simulations involved creation artificial agents deployed experimentally successful candidate formal teaching requirements project part center humans machines director iyad rahwan max planck institute human development mpib berlin successful candidate work multidisciplinary team clear scientific question produce high impact publications top journals requirements searching postdoc strong interest established expertise computational social science successful applicant data scientist strong interest simulations human collective intelligence position open candidates holding doctoral degree computer science related field essential successful applicant needs possess outstanding experience data science andor computational social science demonstrated track record publications top scientific journals conferences experience simulations modeling human behavior experience one following collective intelligence collective behavior group decisionmaking social contagion social learning ability work independently willingness work multidisciplinary fast paced environment high proficiency english preferable proficiency also one following skills plus familiarity bayesian statistics familiarity machine learning network science familiarity behavioral testing experimental design familiarity deploying simulated agents large networks application details max planck society strives gender diversity equality welcome applications backgrounds max planck society committed increasing number individuals disabilities workforce therefore encourages applications qualified individuals apply please send one file via email sentence postdoc application collective intelligence subject line statement research interests cv copy relevant certificates preprints two publications list two references prof dr iyad rahwan mpi human development lentzeallee 94 14195 berlin sekrahwanmpibberlinmpgde kindly asking submit application without photo receiving applications continue position filled evaluation applicants start firstcomefirstserve basis,English,184,492,3637
1693,769,Research Team Lead,Zalando,help us shape future fashion search research team lead zalandos search department leading experienced applied scientists machine learning engineers revolutionize search ranking leveraging stateofthe art ai ml methods unique opportunity work data 31 million active customers bring production would stay theory companies let us create search solutions scale across 12 different languages ranking uniquely tailored needs intent every single customer part highly ambitious leadership team help achieve mission become europes starting point fashion search expertise needed hire lead develop outstanding researchers great coach team member enjoy guiding along development path cultivate culture ownership mastery innovation purpose drive team mastery research development techniques deliver machine learning based highperformance production systems prone large amounts data highquality search results plan execute delivery projects team agile way balancing investment stateoftheart research pragmatic solutions using roi thinking use research experience ranking nlp guide solutions actively challenge problem formulations solutions create strategic research roadmaps looking empathetic strong selfdriven leader broad experience applying machine learningai production scale leading teams least 3 years least 5 years handson experience engineering data science agile development environment hands experience python scala solid knowledge machine learning big data processing artificial intelligence search recommender systems good communicator express clearly english lead efficient conversations complex subject outcomeobsessed pragmatic scientist relentlessly focused creating positive customer impact phd focus information retrieval machine learning plus perks work culture trust empowerment constructive feedback open source httpsopensourcezalandocom commitment meetups knowledge sharing tech talks blogs httpsjobszalandocomtechblog parties events possibility visit relevant search conferences like sigir competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings extensive onboarding mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available selected locations celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando zalando europes leading online platform fashion connecting customers brands partners across 17 markets drive digital solutions fashion logistics advertising research bringing headtotoe fashion 23 million active customers diverse skillsets interests languages httpsopensourcezalandocomtechradar teams choose use within zalando digital experience dx work many autonomous teams live standards software craftsmanship ownership excellence along guiding set principles entrust team shape future zalando please note applications must completed using online form accept applications via email,English,198,582,4155
1694,770,Team Lead Frontend Engineer - Angular (f/m/x),Comtravo GmbH,comtravo business travel made simple team travel experts tech enthusiasts customer support heroes shared purpose simplify business travel comtravo provides small mediumsized companies truly unique solution travelers travel managers book manage business trips one simple text message using stateoftheart technologies nlp machine learning techniques automating fulfilment pipeline enables inhouse travel experts focus complex requests individual needs clients tech stack frontend built angular typescript two major applications one customers one backoffice team travel agents applications interact inhousebuilt booking engine eg allow booking flight tickets management bookings reporting etc invest heavily shared components libraries automated tests monitoring sane interfaces together strong cicd pipeline able release many times per day production tasks lead planning building implementation topnotch frontend applications based angular 8 typescript manage team 78 frontend engineers write maintainable welltested code according latest best practices provide right guidance team help solve technical questions work close cooperation developer teams product team data scientist develop kickass features add value leveraging current trends software design architecture technology foster culture transparency communication challenge others letting challenge deliver best results possible requirements degree software engineering related field minimum 5 years professional experience software development also 2 years leading team excellent knowledge angular v2 deep understanding html css javascript good sense user experience workflows date terms new design trends frameworks deep passion frontend systems scalability well continued development strong background knowledge computer science data structures algorithms design patterns scaling strong focus code quality robustness automation testing monitoring benefits competitive salary flexible working hours attractive benefits flights hotels personal travels company pension plan corporate discounts external partners exciting job hightech startup berlin silicon valley europe access great network entrepreneurs berlin best travel b2b investors europe deep knowledge scaling startups influence development company cooperation extremely strong competent team already successfully built several global businesses transparency flat hierarchies every person highly valued company parties weekly team lunches lot events loft office heart berlin everything need eg free fruits snacks drinks interested go ahead apply cover letter cv,English,198,497,3417
1695,771,Senior Backend Engineer (f/m/x) - Node.js,Comtravo GmbH,comtravo business travel made simple team travel experts tech enthusiasts customer support heroes shared purpose simplify business travel comtravo provides small mediumsized companies truly unique solution travelers travel managers book manage business trips one simple text message using stateoftheart technologies nlp machine learning techniques automating fulfilment pipeline enables inhouse travel experts focus complex requests individual needs clients tech stack backend primarily built nodejs typescript consists around 20 major restful services plus around 60 microservices make heavy use docker terraform running aws services coupled events run aws ecs lambda invest heavily shared components libraries automated tests monitoring sane interfaces together strong cicd pipeline able release many times per day production tasks develop optimize booking platform creating smooth pleasant end user experience customers internal stakeholders maintain optimize existing features services performance stability responsible design implementation complex scalable data processing troubleshoot work solutions complex challenging problems collaborate developer team infrastructure optimization work close cooperation developers product team data scientist develop kickass features mentor junior backend team members foster culture transparency communication challenge others letting challenge deliver best results possible requirements degree software engineering related field solid background knowledge computer science data structures algorithms design patterns scaling minimum 4 years professional experience software development ability write production ready code nodejs javascript strong focus code quality robustness automation testing monitoring basic knowledge linux docker experience amazon web service aws benefits competitive salary flexible working hours attractive benefits flights hotels personal travels company pension plan corporate discounts external partners exciting job hightech startup berlin silicon valley europe access great network entrepreneurs berlin best travel b2b investors europe deep knowledge scaling startups influence development company cooperation extremely strong competent team already successfully built several global businesses transparency flat hierarchies every person highly valued company parties weekly team lunches lot events loft office heart berlin everything need eg free fruits snacks drinks interested go ahead apply cover letter cv,English,180,465,3251
1698,774,Contracts Officer,"EUMETSAT based in Darmstadt, Germany",eumetsat europes meteorological satellite agency operating satellites monitor weather climate space 24 hours day 365 days yearits exciting time working eumetsat organisation operating fleet 10 satellites delivering weather climaterelated satellite data images users worldwide helping protect lives property industries however dont need engineer scientist make positive contribution specialist administrative support functions play equally important role success eumesat programmes valued members eumetsat familybackgroundthe contracts division provides contractual commercial expertise across organisation contributing ensuring procurements timely well managed follow eumetsat financial procurement rules procedures best practicesas part interdisciplinary team contracts officer responsible procurement process preparation negotiation post contract award management contracts development satellite ground segment hardware software systems provision technical servicesduties lead contract perspective procurements ground segment hardware software systems related development support services including preparation evaluation tender documentation coordination multidisciplinary team specialists negotiation contracts coordination part multidisciplinary negotiation team management signed contracts designated technical officer including escalation critical issues management necessary advise technical divisions procurement matters procurement procedures preparation negotiation management contractual aspects cooperation agreements esa development partners participate provide eumetsats contractual inputs esaled procurements satellites onboard instruments related support services ensuring compliance eumetsat contractual financial procedureswhat offer excellent salary euro 8000month net income tax based skills experience flexible working time including additional flexileave full medical coverage employee family attractive pension 30 days annual leave 145 days public holidays training development support relocation allowance applicableeumetsat committed providing equal opportunity work environment please note nationals eumetsat member states may apply eumetsat convention requires staff shall recruited based qualifications account taken international character eumetsatqualifications university degree equivalent law economics business studiesskills experience 5 years experience preferably preparation negotiation post contract award management development service contracts areas satellite ground segment facilities aerospace high technology products ability understand complex technical issues convert clear documents procurement matters contractual text proven negotiation skills context contractual content financial matters experience use enterprise resource planning document management tools desirable ability work independently part team wellbalanced interpersonal communication skills combined strong customer focus also ensuring compliance procurement proceduresbenefitsdiscountedfree foodcasual dressprivate medicaldental insurancewellness programslife insurancecompany events social hourseducation reimbursementreference id vn20 13job types fulltime permanentsalary 14594200 yearexperiencerelevant 5 years preferred,English,166,521,3965
1699,775,"Data Engineer, Advanced Analytics - Assisted Relocation to Copenhagen, DK",Pandora,want part ensuring data driven growth worlds largest jewellery brand passionate creating solution designs working critical projects yes exciting opportunity job description areas responsibility growing data platform team within consumer technology looking new data engineer advanced analytics responsible expanding optimising data data pipeline architecture well optimising data flow collection crossfunctional teams include assembling large complex data sets meet functionalnonfunctional business requirements data engineer identify design implement internal process improvements automating manual processes optimizing data delivery redesigning infrastructure greater scalability amongst tasks also build infrastructure required optimal extraction transformation loading data wide variety data sources using wide array available technologies addition create data tools analytics data scientist team members assist building optimising data products build analytical tools utilise data pipeline provide actionable insights customer acquisition operational efficiency key business performance metrics support data architects fellow data engineers data scientists new project initiatives ensure optimal data delivery architecture consistent throughout ongoing projects work stakeholders teams assist datarelated technical issues support data infrastructure needs work data analytics experts strive greater functionality data systems new team pandora company big heart takes great pride treating people well part exciting business area work international hub cando spirited passionate performancedriven people consumer technology started transformation next 1224 months implement new ways working support execution business strategy enable operational excellence build datadriven organisation data platform team epicentre pandoras ambitious plans become world leading retailer advanced analytics investing significantly ambitions leverage strong position fully vertically integrated producer reseller internal data sets spanning supply demand report manager engineering qa needed succeed imagine university degree within computer science information technology engineering understand data tools management data integration database development techniques previous experience relating architectural decision recommendations business needs minimum 35 years experience working entity relationship modelling metadata systems data quality tools techniques worked bi reporting worked uml use case class models strong experience database technologies eg sql nosql oracle hadoop teradata experience developing reference architecture principles standards something might person looking data genius whether managing integrating organising structured easily learn new technology furthermore analytical thrive finding solutions technical problems aside technical genius confident communicating levels organisation enjoy working diverse project teams additional information application deadline march 31 2020 expected start date soon possible role based pandora global office copenhagen denmark candidates willing travel approximately 20 days year get attention hope got questions answered feel confident applying position however questions regarding position please contact christian sylvester recruiter global office hr 45 27 50 90 78 see position would like become part pandoras future please click apply look forward hearing process applications continuous basis encourage send application soon possible also read pandora corporate site wwwpandoragroupcom icing cake working beautiful head office copenhagen v established 2016 designed unite inspire teams besides beautiful interior design also proud leed gold certification energy environmental design means use natural resources possible use respect result professional dynamic space unique comfortable inspirational delivers true pandora experience anyone works comes visit,English,322,778,5314
1701,777,Head of Data Science,Glocomms,head data science 3000 leading german company cologne region salary 90000 150000 plus lots benefits interested part international awardwinning innovative company heart cologne looking report directly csuite currently 23 members data science team looking expand rapidly recently decided invest massively advanced analytics department work real big data expanding team best senior data scientist passionate working newest technologies market also looking senior experienced data scientist manage team help building department responsibilities manage current team data scientists managing key clients data projects solving complex time series data science problems using firms innovative data product building trusted relationship team build extend team new hires building complex ai solutions ability take decisions give clarity team members reporting directly c level manager staying abreast latest data science techniques need masters degree phd preferred statistics machine learning mathematics computer science economics related quantitative field 5 years business experience data science role management responsibilities strong communication skills experience building new teams able bridge technical team management handson experience building implementing timeseries predictive models using modern machine learning algorithms benefits flexible working hours within global company different countries unique international department culture organized events free lunch great work space heart cologne chance head global data science team leading german company paid educationtrainings travel relevant conferences nationally internationally stay date market interested discussing role little detail please get touch us even actively looking time interested opportunities may please reach,English,136,346,2380
1703,779,"ML Engineer, Global Data & Insights - Assisted Relocation to Copenhagen, DK",Pandora,want part fastmoving dynamic international team passionate delivering great datadriven experiences touchpoints consumer journey might exciting opportunity job description areas responsibility ml engineer deploy continouosly integrate models provide insights ensure enduser great experience website ensure models date correctly implemented pipeline model data build tools used data scientist creating ml models various applications within organisation driving development innovation area ai systems ml engineer key accountabilities model pipelines build python packages helper modules used data scientist deploy ml models output developing integrations systems deploy endpoints apply data modelling normalisation techniques inbound data going used development ml models manage data pipelining surrounding development ml models new team say hello global data insights team pandora group 8 datadriven professionals support global marketing teams pandora actionable insights data lake unified analytics platform solid communication skills help us translate data business value new team consists data scientists data engineers audience manager mission clear deliver datadriven experiences consumer journey touchpoints develop actionable insights inform business decisions fun needed succeed imagine minimum 1 year professional experience working software engineeringdeveloping computer science ml engineering furthermore envision demonstrable experience git python spark pyspark sql similar feature engineering data modelling normalization ml model lifecycle sdlc methodology something would rate 4 cs believe communication collaboration critical thinking creativity key competences help anyone regardless job function title skillset becoming success see working fastpaced entrepreneurial environment many stakeholders communication interpersonal skills needed ability collaborate innovate team essential would love hear additional information application deadline april 14 2020 expected start date soon possible role based pandora global office copenhagen denmark get attention hope got questions answered feel confident applying position however questions regarding position please contact neil andrews recruiter global office hr 44 797 378 7498 extneandpandoranet see position would like become part pandoras future please click apply look forward hearing process applications continuous basis encourage send application soon possible also read pandora corporate site wwwpandoragroupcom icing cake working beautiful head office copenhagen v established 2016 designed unite inspire teams besides beautiful interior design also proud leed gold certification energy environmental design means use natural resources possible use respect result professional dynamic space unique comfortable inspirational delivers true pandora experience anyone works comes visit,English,272,610,4036
1706,782,PhD students and Post-doctoral researchers in biochemistry and informatics (m/f),Leibniz-Forschungsinstitut für Molekulare Pharmako...,leibnizforschungsinstitut für molekulare pharmakologie fmp belongs forschungsverbund berlin e v fvb fvb institution eight natural sciences research institutes berlin funded federal republic germany association federal states research institutes members leibniz association leibnizforschungsinstitut für molekulare pharmakologie fmp nonuniversity academic research organisation dedicated basic biomedical research located research campus berlin buch close vicinity max delbrück center molecular medicine charité experimental clinical research center research group mass spectrometry proteomics led dr fan liu offers positions phd students postdoctoral researchers biochemistry informatics mf ref 362018 starting january 2019 later positions initially limited 3 years phd students 1 year postdocs potential extension job description group interested developing applying tools characterize complexity protein interactions within cell use multidisciplinary approaches combines proteomics crosslinking mass spectrometry molecular biology structural biology bioinformatics investigate organizational aspects protein assemblies biological consequences various organelles position particularly looking informatician interested largescale data analysis direction computational proteomicsinteractomics addition opportunities also available developing software packages industrial corporations information please visit wwwleibnizfmpdeliu requirements looking highly motivated responsible reliable flexible scientist works well independently well others candidates strong interest biochemistry informatics andor mass spectrometry techniques especially encouraged apply good command english language high personal motivation excel science required phd students candidate master degree chemistry biochemistry relevant fieldsfor postdocs candidate phd degree analytical chemistry biochemistry relevant fields heshe strong expertise programming preferably also basic knowledge mass spectrometry information please contact dr fan liu email fliufmpberlinde phone 49 030 94793 141 homepage fmp httpwwwfmpberlindeliu salaries based tvöd bund 2013 institute awarded certificate audit beruf und familie familyfriendly employer offer equal opportunities regardless gender welcome applications disabled candidates preferred case equal qualification please upload complete application documents single merged pdffile including cv copies degree certificates names contact informations two referees december 15th 2018 via fmps online job application facility button apply online failing submit materials single pdf results immediate exclusion competition looking forward application,English,170,458,3391
1707,783,Sr. Deep Learning Solutions Architect - ML Labs,Amazon Web Services Germany Gm,bachelor science degree computer science related technical math scientific field equivalent experienceseveral years relevant experience building large scale enterprise systems production environmentexperience coding python r matlab java modern programming languageat least 1 year public cloud computing experience aws large scale cloud providerat least 1 year experience hosting deploying ml solutions eg training tuning inferencesexperience hiring mentoring junior colleaguesfluency written spoken english machine learning ml strategic amazon early years pioneers areas recommendation engines product search ecommerce fraud detection largescale optimization fulfillment center operations ml team within aws provides opportunities innovate fastpaced organization contributes gamechanging projects technologies get deployed devices cloud deep learning architect youll partner technology business teams build new services surprise delight customers working terabytes text images types data solve realworld problems looking top architects system software engineers capable using ml techniques design evangelize implement stateoftheart solutions neverbeforesolved problems primary responsibilities role use ml tools amazon sagemaker amazon simple storage service provide scalable cloud environment customers label data build train tune deploy modelscollaborate data scientists create scalable ml solutions business problemsinteract customer directly understand business problem help aid implementation ml ecosystemanalyze extract relevant information large amounts historical data help automate optimize key processeswork closely account team research scientist teams product engineering teams drive model implementations new algorithms position requires travel 40 aws value individual expression respect different opinions work together create culture us able contribute fully unique backgrounds perspectives strengthen ability achieve amazons mission earths customercentric company team comprised deep learning architects data scientists create cutting edge solutions clients across emea currently recruiting talented individuals following cities london berlin luxembourg paris discover httpswwwamazonjobsenteamsamazonai masters phd degree computer science related technical math scientific fieldstrong working knowledge deep learning machine learning statisticshands experience building models deep learning frameworks like mxnet tensorflow caffe torch theano similarhands experience deep learning eg cnn rnn lstmfluency european languages plusstrong communication data presentation skillsthe motivation achieve results fastpaced environmentexperience statistical modelling machine learningstrong attention detailcomfortable working fast paced highly collaborative dynamic work environmentability think creatively solve problem,English,169,493,3569
